order_item_id,order_id,product_id,quantity,unit_price,discount_amount,gross_sales,net_sales,customer_id,order_status,order_timestamp,shipping_fee,product_name,category,subcategory,unit_cost,list_price,first_name,last_name,email,state,city,signup_date,order_date,profit
OI00008416,O0003317,P00074,4,214.16,128.5,856.64,728.14,C004204,completed,2025-10-31 16:59:00,6.61,Bottle 74,Fitness,Bottle,154.64,214.16,Olivia,Lee,olivia.lee4204@example.com,GA,Atlanta,2026-04-02,2025-10-31,109.58000000000004
OI00008417,O0003317,P00023,1,107.82,0.0,107.82,107.82,C004204,completed,2025-10-31 16:59:00,6.61,Desk 23,Home,Desk,82.42,107.82,Olivia,Lee,olivia.lee4204@example.com,GA,Atlanta,2026-04-02,2025-10-31,25.39999999999999
OI00008418,O0003317,P00041,1,79.54,3.98,79.54,75.56,C004204,completed,2025-10-31 16:59:00,6.61,Skin Care 41,Beauty,Skin Care,49.95,79.54,Olivia,Lee,olivia.lee4204@example.com,GA,Atlanta,2026-04-02,2025-10-31,25.61
OI00008419,O0003318,P00008,2,208.45,0.0,416.9,416.9,C002856,cancelled,2025-06-11 22:07:00,1.58,Mouse 8,Electronics,Mouse,135.18,208.45,Ava,Anderson,ava.anderson2856@example.com,FL,Orlando,2025-01-05,2025-06-11,146.53999999999996
OI00008420,O0003318,P00049,4,54.89,0.0,219.56,219.56,C002856,cancelled,2025-06-11 22:07:00,1.58,Makeup 49,Beauty,Makeup,40.59,54.89,Ava,Anderson,ava.anderson2856@example.com,FL,Orlando,2025-01-05,2025-06-11,57.19999999999999
OI00008421,O0003318,P00078,3,37.47,5.62,112.41,106.78999999999999,C002856,cancelled,2025-06-11 22:07:00,1.58,Yoga Mat 78,Fitness,Yoga Mat,17.77,37.47,Ava,Anderson,ava.anderson2856@example.com,FL,Orlando,2025-01-05,2025-06-11,53.47999999999999
OI00008422,O0003319,P00010,1,181.61,0.0,181.61,181.61,C004535,shipped,2026-03-31 20:06:00,3.16,Mouse 10,Electronics,Mouse,111.71,181.61,Sophia,Lee,sophia.lee4535@example.com,PA,Philadelphia,2026-03-08,2026-03-31,69.90000000000002
OI00008423,O0003320,P00035,3,224.83,101.17,674.49,573.32,C004395,shipped,2026-06-17 09:00:00,4.05,Storage Box 35,Home,Storage Box,133.16,224.83,Mason,Wilson,mason.wilson4395@example.com,MO,St. Louis,2024-11-23,2026-06-17,173.84000000000003
OI00008424,O0003320,P00068,2,10.73,0.0,21.46,21.46,C004395,shipped,2026-06-17 09:00:00,4.05,Dumbbells 68,Fitness,Dumbbells,6.86,10.73,Mason,Wilson,mason.wilson4395@example.com,MO,St. Louis,2024-11-23,2026-06-17,7.74
OI00008425,O0003321,P00042,3,71.26,0.0,213.78000000000003,213.78000000000003,C003280,completed,2026-01-02 12:22:00,0.65,Fragrance 42,Beauty,Fragrance,37.29,71.26,James,Thomas,james.thomas3280@example.com,CA,San Diego,2024-01-22,2026-01-02,101.91000000000003
OI00008426,O0003321,P00002,3,366.36,109.91,1099.08,989.17,C003280,completed,2026-01-02 12:22:00,0.65,Keyboard 2,Electronics,Keyboard,177.79,366.36,James,Thomas,james.thomas3280@example.com,CA,San Diego,2024-01-22,2026-01-02,455.79999999999995
OI00008427,O0003321,P00061,1,197.04,9.85,197.04,187.19,C003280,completed,2026-01-02 12:22:00,0.65,Dumbbells 61,Fitness,Dumbbells,98.43,197.04,James,Thomas,james.thomas3280@example.com,CA,San Diego,2024-01-22,2026-01-02,88.75999999999999
OI00008428,O0003322,P00051,3,150.8,0.0,452.40000000000003,452.40000000000003,C002507,completed,2026-07-16 15:32:00,7.92,Body Care 51,Beauty,Body Care,77.16,150.8,Mia,Patel,mia.patel2507@example.com,NY,New York,2025-01-09,2026-07-16,220.92000000000004
OI00008429,O0003322,P00057,1,256.08,12.8,256.08,243.27999999999997,C002507,completed,2026-07-16 15:32:00,7.92,Skin Care 57,Beauty,Skin Care,117.81,256.08,Mia,Patel,mia.patel2507@example.com,NY,New York,2025-01-09,2026-07-16,125.46999999999997
OI00008430,O0003322,P00087,1,207.68,0.0,207.68,207.68,C002507,completed,2026-07-16 15:32:00,7.92,Snacks 87,Grocery,Snacks,159.07,207.68,Mia,Patel,mia.patel2507@example.com,NY,New York,2025-01-09,2026-07-16,48.610000000000014
OI00008431,O0003323,P00017,1,101.85,10.19,101.85,91.66,C000287,completed,2026-01-10 17:19:00,0.73,Speaker 17,Electronics,Speaker,61.76,101.85,Ethan,Johnson,ethan.johnson287@example.com,MO,St. Louis,2024-10-10,2026-01-10,29.9
OI00008432,O0003323,P00010,1,181.61,0.0,181.61,181.61,C000287,completed,2026-01-10 17:19:00,0.73,Mouse 10,Electronics,Mouse,111.71,181.61,Ethan,Johnson,ethan.johnson287@example.com,MO,St. Louis,2024-10-10,2026-01-10,69.90000000000002
OI00008433,O0003324,P00005,3,155.76,0.0,467.28,467.28,C004072,completed,2025-07-18 08:34:00,14.32,Speaker 5,Electronics,Speaker,73.25,155.76,James,Lee,james.lee4072@example.com,FL,Orlando,2026-02-10,2025-07-18,247.52999999999997
OI00008434,O0003325,P00031,1,232.97,0.0,232.97,232.97,C004751,completed,2025-07-27 14:51:00,13.59,Pillow 31,Home,Pillow,167.49,232.97,Mia,Thomas,mia.thomas4751@example.com,NY,New York,2025-08-31,2025-07-27,65.47999999999999
OI00008435,O0003325,P00040,2,304.33,60.87,608.66,547.79,C004751,completed,2025-07-27 14:51:00,13.59,Lamp 40,Home,Lamp,166.39,304.33,Mia,Thomas,mia.thomas4751@example.com,NY,New York,2025-08-31,2025-07-27,215.01
OI00008436,O0003325,P00003,4,96.23,38.49,384.92,346.43,C004751,completed,2025-07-27 14:51:00,13.59,Speaker 3,Electronics,Speaker,55.04,96.23,Mia,Thomas,mia.thomas4751@example.com,NY,New York,2025-08-31,2025-07-27,126.27000000000001
OI00008437,O0003325,P00065,2,260.42,0.0,520.84,520.84,C004751,completed,2025-07-27 14:51:00,13.59,Resistance Band 65,Fitness,Resistance Band,132.45,260.42,Mia,Thomas,mia.thomas4751@example.com,NY,New York,2025-08-31,2025-07-27,255.94000000000005
OI00008438,O0003326,P00031,2,232.97,0.0,465.94,465.94,C002520,completed,2025-05-28 22:53:00,10.44,Pillow 31,Home,Pillow,167.49,232.97,Lucas,Davis,lucas.davis2520@example.com,PA,Pittsburgh,2025-10-30,2025-05-28,130.95999999999998
OI00008439,O0003327,P00091,1,90.62,0.0,90.62,90.62,C002037,completed,2026-01-02 16:48:00,8.4,Protein Bar 91,Grocery,Protein Bar,60.52,90.62,Isabella,Davis,isabella.davis2037@example.com,GA,Atlanta,2024-12-27,2026-01-02,30.1
OI00008440,O0003327,P00064,1,106.51,5.33,106.51,101.18,C002037,completed,2026-01-02 16:48:00,8.4,Bottle 64,Fitness,Bottle,63.55,106.51,Isabella,Davis,isabella.davis2037@example.com,GA,Atlanta,2024-12-27,2026-01-02,37.63000000000001
OI00008441,O0003327,P00081,2,81.39,8.14,162.78,154.64,C002037,completed,2026-01-02 16:48:00,8.4,Snacks 81,Grocery,Snacks,42.15,81.39,Isabella,Davis,isabella.davis2037@example.com,GA,Atlanta,2024-12-27,2026-01-02,70.33999999999999
OI00008442,O0003328,P00081,3,81.39,36.63,244.17000000000002,207.54000000000002,C001124,completed,2025-04-25 09:47:00,12.59,Snacks 81,Grocery,Snacks,42.15,81.39,Mia,Davis,mia.davis1124@example.com,VA,Norfolk,2026-06-17,2025-04-25,81.09000000000003
OI00008443,O0003328,P00003,3,96.23,0.0,288.69,288.69,C001124,completed,2025-04-25 09:47:00,12.59,Speaker 3,Electronics,Speaker,55.04,96.23,Mia,Davis,mia.davis1124@example.com,VA,Norfolk,2026-06-17,2025-04-25,123.57
OI00008444,O0003328,P00098,3,262.31,0.0,786.9300000000001,786.9300000000001,C001124,completed,2025-04-25 09:47:00,12.59,Snacks 98,Grocery,Snacks,145.27,262.31,Mia,Davis,mia.davis1124@example.com,VA,Norfolk,2026-06-17,2025-04-25,351.12
OI00008445,O0003329,P00097,1,55.3,0.0,55.3,55.3,C002447,shipped,2025-03-16 08:43:00,10.36,Snacks 97,Grocery,Snacks,35.66,55.3,Emma,Patel,emma.patel2447@example.com,MO,St. Louis,2024-10-11,2025-03-16,19.64
OI00008446,O0003329,P00089,4,169.74,0.0,678.96,678.96,C002447,shipped,2025-03-16 08:43:00,10.36,Cereal 89,Grocery,Cereal,85.41,169.74,Emma,Patel,emma.patel2447@example.com,MO,St. Louis,2024-10-11,2025-03-16,337.32000000000005
OI00008447,O0003329,P00029,2,60.69,6.07,121.38,115.31,C002447,shipped,2025-03-16 08:43:00,10.36,Lamp 29,Home,Lamp,47.02,60.69,Emma,Patel,emma.patel2447@example.com,MO,St. Louis,2024-10-11,2025-03-16,21.269999999999996
OI00008448,O0003329,P00013,4,88.18,52.91,352.72,299.81000000000006,C002447,shipped,2025-03-16 08:43:00,10.36,Mouse 13,Electronics,Mouse,52.54,88.18,Emma,Patel,emma.patel2447@example.com,MO,St. Louis,2024-10-11,2025-03-16,89.65000000000006
OI00008449,O0003330,P00072,1,202.05,10.1,202.05,191.95000000000002,C004012,completed,2025-12-09 09:45:00,4.55,Yoga Mat 72,Fitness,Yoga Mat,121.98,202.05,Isabella,Anderson,isabella.anderson4012@example.com,TX,Dallas,2025-10-07,2025-12-09,69.97000000000001
OI00008450,O0003330,P00002,2,366.36,36.64,732.72,696.08,C004012,completed,2025-12-09 09:45:00,4.55,Keyboard 2,Electronics,Keyboard,177.79,366.36,Isabella,Anderson,isabella.anderson4012@example.com,TX,Dallas,2025-10-07,2025-12-09,340.50000000000006
OI00008451,O0003330,P00013,2,88.18,0.0,176.36,176.36,C004012,completed,2025-12-09 09:45:00,4.55,Mouse 13,Electronics,Mouse,52.54,88.18,Isabella,Anderson,isabella.anderson4012@example.com,TX,Dallas,2025-10-07,2025-12-09,71.28000000000002
OI00008452,O0003330,P00006,3,177.84,0.0,533.52,533.52,C004012,completed,2025-12-09 09:45:00,4.55,Smart Watch 6,Electronics,Smart Watch,119.71,177.84,Isabella,Anderson,isabella.anderson4012@example.com,TX,Dallas,2025-10-07,2025-12-09,174.39
OI00008453,O0003331,P00037,1,114.06,0.0,114.06,114.06,C001459,cancelled,2025-11-02 08:18:00,4.55,Desk 37,Home,Desk,72.92,114.06,Isabella,Smith,isabella.smith1459@example.com,CA,San Diego,2025-06-29,2025-11-02,41.14
OI00008454,O0003332,P00055,3,250.59,0.0,751.77,751.77,C004553,completed,2026-03-11 19:40:00,13.26,Body Care 55,Beauty,Body Care,155.42,250.59,James,Miller,james.miller4553@example.com,MO,St. Louis,2024-08-26,2026-03-11,285.51
OI00008455,O0003332,P00052,4,249.55,0.0,998.2,998.2,C004553,completed,2026-03-11 19:40:00,13.26,Makeup 52,Beauty,Makeup,141.53,249.55,James,Miller,james.miller4553@example.com,MO,St. Louis,2024-08-26,2026-03-11,432.08000000000004
OI00008456,O0003333,P00001,1,203.1,0.0,203.1,203.1,C002988,processing,2025-03-28 10:38:00,0.24,Smart Watch 1,Electronics,Smart Watch,122.7,203.1,Mia,Patel,mia.patel2988@example.com,NC,Raleigh,2025-12-06,2025-03-28,80.39999999999999
OI00008457,O0003333,P00094,4,170.95,68.38,683.8,615.42,C002988,processing,2025-03-28 10:38:00,0.24,Tea 94,Grocery,Tea,116.61,170.95,Mia,Patel,mia.patel2988@example.com,NC,Raleigh,2025-12-06,2025-03-28,148.97999999999996
OI00008458,O0003334,P00002,4,366.36,0.0,1465.44,1465.44,C003746,completed,2026-01-28 12:25:00,13.42,Keyboard 2,Electronics,Keyboard,177.79,366.36,Emma,Johnson,emma.johnson3746@example.com,IL,Chicago,2024-10-24,2026-01-28,754.2800000000001
OI00008459,O0003334,P00091,2,90.62,0.0,181.24,181.24,C003746,completed,2026-01-28 12:25:00,13.42,Protein Bar 91,Grocery,Protein Bar,60.52,90.62,Emma,Johnson,emma.johnson3746@example.com,IL,Chicago,2024-10-24,2026-01-28,60.2
OI00008460,O0003335,P00077,1,84.78,8.48,84.78,76.3,C002313,completed,2025-04-07 14:32:00,12.58,Dumbbells 77,Fitness,Dumbbells,52.93,84.78,Liam,Brown,liam.brown2313@example.com,TX,Dallas,2026-01-22,2025-04-07,23.369999999999997
OI00008461,O0003335,P00018,1,254.26,38.14,254.26,216.12,C002313,completed,2025-04-07 14:32:00,12.58,Speaker 18,Electronics,Speaker,131.24,254.26,Liam,Brown,liam.brown2313@example.com,TX,Dallas,2026-01-22,2025-04-07,84.88
OI00008462,O0003336,P00060,1,198.57,29.79,198.57,168.78,C000273,completed,2025-11-08 14:07:00,13.91,Hair Care 60,Beauty,Hair Care,152.1,198.57,Isabella,Miller,isabella.miller273@example.com,IA,Des Moines,2024-05-23,2025-11-08,16.680000000000007
OI00008463,O0003336,P00047,2,14.7,1.47,29.4,27.93,C000273,completed,2025-11-08 14:07:00,13.91,Hair Care 47,Beauty,Hair Care,9.89,14.7,Isabella,Miller,isabella.miller273@example.com,IA,Des Moines,2024-05-23,2025-11-08,8.149999999999999
OI00008464,O0003336,P00004,2,300.1,60.02,600.2,540.1800000000001,C000273,completed,2025-11-08 14:07:00,13.91,Speaker 4,Electronics,Speaker,151.93,300.1,Isabella,Miller,isabella.miller273@example.com,IA,Des Moines,2024-05-23,2025-11-08,236.32000000000005
OI00008465,O0003336,P00036,2,273.57,0.0,547.14,547.14,C000273,completed,2025-11-08 14:07:00,13.91,Pillow 36,Home,Pillow,156.12,273.57,Isabella,Miller,isabella.miller273@example.com,IA,Des Moines,2024-05-23,2025-11-08,234.89999999999998
OI00008466,O0003337,P00096,2,132.51,0.0,265.02,265.02,C004409,shipped,2025-04-02 12:44:00,11.73,Coffee 96,Grocery,Coffee,63.75,132.51,Sophia,Thomas,sophia.thomas4409@example.com,NC,Charlotte,2025-07-15,2025-04-02,137.51999999999998
OI00008467,O0003337,P00028,1,54.14,5.41,54.14,48.730000000000004,C004409,shipped,2025-04-02 12:44:00,11.73,Desk 28,Home,Desk,27.22,54.14,Sophia,Thomas,sophia.thomas4409@example.com,NC,Charlotte,2025-07-15,2025-04-02,21.510000000000005
OI00008468,O0003337,P00021,2,233.5,0.0,467.0,467.0,C004409,shipped,2025-04-02 12:44:00,11.73,Desk 21,Home,Desk,155.03,233.5,Sophia,Thomas,sophia.thomas4409@example.com,NC,Charlotte,2025-07-15,2025-04-02,156.94
OI00008469,O0003338,P00047,4,14.7,8.82,58.8,49.98,C002170,shipped,2026-02-25 21:36:00,6.47,Hair Care 47,Beauty,Hair Care,9.89,14.7,Emma,Brown,emma.brown2170@example.com,TX,Dallas,2025-04-18,2026-02-25,10.419999999999995
OI00008470,O0003338,P00100,4,274.26,0.0,1097.04,1097.04,C002170,shipped,2026-02-25 21:36:00,6.47,Tea 100,Grocery,Tea,129.42,274.26,Emma,Brown,emma.brown2170@example.com,TX,Dallas,2025-04-18,2026-02-25,579.36
OI00008471,O0003338,P00080,2,208.47,0.0,416.94,416.94,C002170,shipped,2026-02-25 21:36:00,6.47,Resistance Band 80,Fitness,Resistance Band,147.63,208.47,Emma,Brown,emma.brown2170@example.com,TX,Dallas,2025-04-18,2026-02-25,121.68
OI00008472,O0003339,P00045,1,244.72,0.0,244.72,244.72,C002095,processing,2026-08-29 19:45:00,2.47,Skin Care 45,Beauty,Skin Care,159.76,244.72,Liam,Brown,liam.brown2095@example.com,GA,Savannah,2024-06-27,2026-08-29,84.96000000000001
OI00008473,O0003339,P00037,2,114.06,0.0,228.12,228.12,C002095,processing,2026-08-29 19:45:00,2.47,Desk 37,Home,Desk,72.92,114.06,Liam,Brown,liam.brown2095@example.com,GA,Savannah,2024-06-27,2026-08-29,82.28
OI00008474,O0003340,P00034,1,45.31,0.0,45.31,45.31,C003223,completed,2026-02-17 18:39:00,9.68,Cookware 34,Home,Cookware,22.77,45.31,Noah,Davis,noah.davis3223@example.com,IL,Chicago,2024-04-12,2026-02-17,22.540000000000003
OI00008475,O0003340,P00073,4,138.27,55.31,553.08,497.77000000000004,C003223,completed,2026-02-17 18:39:00,9.68,Bottle 73,Fitness,Bottle,68.28,138.27,Noah,Davis,noah.davis3223@example.com,IL,Chicago,2024-04-12,2026-02-17,224.65000000000003
OI00008476,O0003340,P00060,2,198.57,19.86,397.14,377.28,C003223,completed,2026-02-17 18:39:00,9.68,Hair Care 60,Beauty,Hair Care,152.1,198.57,Noah,Davis,noah.davis3223@example.com,IL,Chicago,2024-04-12,2026-02-17,73.07999999999998
OI00008477,O0003340,P00097,3,55.3,0.0,165.89999999999998,165.89999999999998,C003223,completed,2026-02-17 18:39:00,9.68,Snacks 97,Grocery,Snacks,35.66,55.3,Noah,Davis,noah.davis3223@example.com,IL,Chicago,2024-04-12,2026-02-17,58.91999999999999
OI00008478,O0003341,P00003,4,96.23,0.0,384.92,384.92,C003002,shipped,2026-02-21 17:22:00,9.99,Speaker 3,Electronics,Speaker,55.04,96.23,James,Lee,james.lee3002@example.com,NY,Buffalo,2025-04-28,2026-02-21,164.76000000000002
OI00008479,O0003341,P00033,4,56.35,33.81,225.4,191.59,C003002,shipped,2026-02-21 17:22:00,9.99,Lamp 33,Home,Lamp,28.89,56.35,James,Lee,james.lee3002@example.com,NY,Buffalo,2025-04-28,2026-02-21,76.03
OI00008480,O0003342,P00046,2,61.44,0.0,122.88,122.88,C001636,completed,2025-08-16 18:48:00,7.83,Hair Care 46,Beauty,Hair Care,37.53,61.44,Noah,Smith,noah.smith1636@example.com,IL,Springfield,2024-07-02,2025-08-16,47.81999999999999
OI00008481,O0003343,P00036,4,273.57,54.71,1094.28,1039.57,C000386,completed,2026-02-06 10:05:00,8.99,Pillow 36,Home,Pillow,156.12,273.57,Sophia,Patel,sophia.patel386@example.com,GA,Savannah,2025-05-29,2026-02-06,415.0899999999999
OI00008482,O0003343,P00060,1,198.57,0.0,198.57,198.57,C000386,completed,2026-02-06 10:05:00,8.99,Hair Care 60,Beauty,Hair Care,152.1,198.57,Sophia,Patel,sophia.patel386@example.com,GA,Savannah,2025-05-29,2026-02-06,46.47
OI00008483,O0003343,P00086,3,165.78,0.0,497.34000000000003,497.34000000000003,C000386,completed,2026-02-06 10:05:00,8.99,Coffee 86,Grocery,Coffee,120.5,165.78,Sophia,Patel,sophia.patel386@example.com,GA,Savannah,2025-05-29,2026-02-06,135.84000000000003
OI00008484,O0003344,P00013,2,88.18,8.82,176.36,167.54000000000002,C002182,completed,2025-05-30 19:43:00,6.24,Mouse 13,Electronics,Mouse,52.54,88.18,Ava,Taylor,ava.taylor2182@example.com,PA,Philadelphia,2025-02-03,2025-05-30,62.46000000000002
OI00008485,O0003344,P00004,1,300.1,15.01,300.1,285.09000000000003,C002182,completed,2025-05-30 19:43:00,6.24,Speaker 4,Electronics,Speaker,151.93,300.1,Ava,Taylor,ava.taylor2182@example.com,PA,Philadelphia,2025-02-03,2025-05-30,133.16000000000003
OI00008486,O0003344,P00076,1,93.83,0.0,93.83,93.83,C002182,completed,2025-05-30 19:43:00,6.24,Resistance Band 76,Fitness,Resistance Band,47.85,93.83,Ava,Taylor,ava.taylor2182@example.com,PA,Philadelphia,2025-02-03,2025-05-30,45.98
OI00008487,O0003344,P00077,4,84.78,0.0,339.12,339.12,C002182,completed,2025-05-30 19:43:00,6.24,Dumbbells 77,Fitness,Dumbbells,52.93,84.78,Ava,Taylor,ava.taylor2182@example.com,PA,Philadelphia,2025-02-03,2025-05-30,127.4
OI00008488,O0003345,P00095,1,58.93,0.0,58.93,58.93,C000222,completed,2025-11-09 15:57:00,5.9,Protein Bar 95,Grocery,Protein Bar,31.12,58.93,Mason,Wilson,mason.wilson222@example.com,MO,St. Louis,2026-06-03,2025-11-09,27.81
OI00008489,O0003345,P00097,2,55.3,0.0,110.6,110.6,C000222,completed,2025-11-09 15:57:00,5.9,Snacks 97,Grocery,Snacks,35.66,55.3,Mason,Wilson,mason.wilson222@example.com,MO,St. Louis,2026-06-03,2025-11-09,39.28
OI00008490,O0003345,P00061,2,197.04,39.41,394.08,354.66999999999996,C000222,completed,2025-11-09 15:57:00,5.9,Dumbbells 61,Fitness,Dumbbells,98.43,197.04,Mason,Wilson,mason.wilson222@example.com,MO,St. Louis,2026-06-03,2025-11-09,157.80999999999995
OI00008491,O0003345,P00062,4,239.9,95.96,959.6,863.64,C000222,completed,2025-11-09 15:57:00,5.9,Resistance Band 62,Fitness,Resistance Band,170.72,239.9,Mason,Wilson,mason.wilson222@example.com,MO,St. Louis,2026-06-03,2025-11-09,180.76
OI00008492,O0003346,P00016,4,49.99,10.0,199.96,189.96,C002326,completed,2026-01-24 20:46:00,9.04,Speaker 16,Electronics,Speaker,34.16,49.99,Mason,Davis,mason.davis2326@example.com,NY,Buffalo,2025-12-11,2026-01-24,53.32000000000002
OI00008493,O0003346,P00012,4,323.74,0.0,1294.96,1294.96,C002326,completed,2026-01-24 20:46:00,9.04,Keyboard 12,Electronics,Keyboard,150.75,323.74,Mason,Davis,mason.davis2326@example.com,NY,Buffalo,2025-12-11,2026-01-24,691.96
OI00008494,O0003347,P00076,2,93.83,18.77,187.66,168.89,C001444,processing,2025-06-22 15:32:00,4.68,Resistance Band 76,Fitness,Resistance Band,47.85,93.83,Emma,Anderson,emma.anderson1444@example.com,VA,Richmond,2025-07-07,2025-06-22,73.18999999999998
OI00008495,O0003348,P00010,4,181.61,0.0,726.44,726.44,C003377,shipped,2025-04-19 10:48:00,11.03,Mouse 10,Electronics,Mouse,111.71,181.61,Ava,Smith,ava.smith3377@example.com,VA,Richmond,2024-09-05,2025-04-19,279.6000000000001
OI00008496,O0003348,P00095,2,58.93,0.0,117.86,117.86,C003377,shipped,2025-04-19 10:48:00,11.03,Protein Bar 95,Grocery,Protein Bar,31.12,58.93,Ava,Smith,ava.smith3377@example.com,VA,Richmond,2024-09-05,2025-04-19,55.62
OI00008497,O0003349,P00017,3,101.85,45.83,305.54999999999995,259.71999999999997,C004536,completed,2026-08-04 17:54:00,4.3,Speaker 17,Electronics,Speaker,61.76,101.85,Mason,Taylor,mason.taylor4536@example.com,IL,Springfield,2024-07-05,2026-08-04,74.43999999999997
OI00008498,O0003350,P00099,3,141.49,0.0,424.47,424.47,C004518,completed,2026-04-15 13:25:00,14.45,Tea 99,Grocery,Tea,71.81,141.49,Olivia,Johnson,olivia.johnson4518@example.com,IA,Des Moines,2026-02-15,2026-04-15,209.04000000000002
OI00008499,O0003351,P00037,3,114.06,34.22,342.18,307.96000000000004,C003869,processing,2025-07-12 10:20:00,11.86,Desk 37,Home,Desk,72.92,114.06,Liam,Miller,liam.miller3869@example.com,GA,Atlanta,2025-04-05,2025-07-12,89.20000000000005
OI00008500,O0003351,P00060,1,198.57,0.0,198.57,198.57,C003869,processing,2025-07-12 10:20:00,11.86,Hair Care 60,Beauty,Hair Care,152.1,198.57,Liam,Miller,liam.miller3869@example.com,GA,Atlanta,2025-04-05,2025-07-12,46.47
OI00008501,O0003351,P00093,4,216.59,0.0,866.36,866.36,C003869,processing,2025-07-12 10:20:00,11.86,Coffee 93,Grocery,Coffee,166.92,216.59,Liam,Miller,liam.miller3869@example.com,GA,Atlanta,2025-04-05,2025-07-12,198.68000000000006
OI00008502,O0003351,P00090,3,256.02,38.4,768.06,729.66,C003869,processing,2025-07-12 10:20:00,11.86,Snacks 90,Grocery,Snacks,150.38,256.02,Liam,Miller,liam.miller3869@example.com,GA,Atlanta,2025-04-05,2025-07-12,278.52
OI00008503,O0003352,P00075,3,175.85,0.0,527.55,527.55,C002847,cancelled,2025-07-18 18:54:00,11.34,Bottle 75,Fitness,Bottle,111.3,175.85,Ava,Anderson,ava.anderson2847@example.com,NC,Raleigh,2026-04-28,2025-07-18,193.64999999999998
OI00008504,O0003352,P00058,2,210.46,0.0,420.92,420.92,C002847,cancelled,2025-07-18 18:54:00,11.34,Makeup 58,Beauty,Makeup,160.51,210.46,Ava,Anderson,ava.anderson2847@example.com,NC,Raleigh,2026-04-28,2025-07-18,99.90000000000003
OI00008505,O0003352,P00050,3,75.23,0.0,225.69,225.69,C002847,cancelled,2025-07-18 18:54:00,11.34,Fragrance 50,Beauty,Fragrance,44.83,75.23,Ava,Anderson,ava.anderson2847@example.com,NC,Raleigh,2026-04-28,2025-07-18,91.19999999999999
OI00008506,O0003352,P00060,1,198.57,0.0,198.57,198.57,C002847,cancelled,2025-07-18 18:54:00,11.34,Hair Care 60,Beauty,Hair Care,152.1,198.57,Ava,Anderson,ava.anderson2847@example.com,NC,Raleigh,2026-04-28,2025-07-18,46.47
OI00008507,O0003353,P00022,4,68.86,0.0,275.44,275.44,C000216,shipped,2026-05-29 14:56:00,11.26,Storage Box 22,Home,Storage Box,31.75,68.86,Liam,Thomas,liam.thomas216@example.com,NY,New York,2024-11-14,2026-05-29,148.44
OI00008508,O0003353,P00052,1,249.55,12.48,249.55,237.07000000000002,C000216,shipped,2026-05-29 14:56:00,11.26,Makeup 52,Beauty,Makeup,141.53,249.55,Liam,Thomas,liam.thomas216@example.com,NY,New York,2024-11-14,2026-05-29,95.54000000000002
OI00008509,O0003353,P00071,4,126.6,0.0,506.4,506.4,C000216,shipped,2026-05-29 14:56:00,11.26,Resistance Band 71,Fitness,Resistance Band,75.86,126.6,Liam,Thomas,liam.thomas216@example.com,NY,New York,2024-11-14,2026-05-29,202.95999999999998
OI00008510,O0003353,P00018,1,254.26,38.14,254.26,216.12,C000216,shipped,2026-05-29 14:56:00,11.26,Speaker 18,Electronics,Speaker,131.24,254.26,Liam,Thomas,liam.thomas216@example.com,NY,New York,2024-11-14,2026-05-29,84.88
OI00008511,O0003354,P00052,1,249.55,0.0,249.55,249.55,C001962,completed,2025-05-09 15:01:00,6.0,Makeup 52,Beauty,Makeup,141.53,249.55,Mia,Patel,mia.patel1962@example.com,NJ,Newark,2026-03-26,2025-05-09,108.02000000000001
OI00008512,O0003354,P00034,4,45.31,18.12,181.24,163.12,C001962,completed,2025-05-09 15:01:00,6.0,Cookware 34,Home,Cookware,22.77,45.31,Mia,Patel,mia.patel1962@example.com,NJ,Newark,2026-03-26,2025-05-09,72.04
OI00008513,O0003355,P00045,1,244.72,0.0,244.72,244.72,C003172,shipped,2025-07-26 13:18:00,12.93,Skin Care 45,Beauty,Skin Care,159.76,244.72,Liam,Johnson,liam.johnson3172@example.com,CA,San Diego,2025-01-12,2025-07-26,84.96000000000001
OI00008514,O0003355,P00097,1,55.3,0.0,55.3,55.3,C003172,shipped,2025-07-26 13:18:00,12.93,Snacks 97,Grocery,Snacks,35.66,55.3,Liam,Johnson,liam.johnson3172@example.com,CA,San Diego,2025-01-12,2025-07-26,19.64
OI00008515,O0003355,P00067,3,167.46,50.24,502.38,452.14,C003172,shipped,2025-07-26 13:18:00,12.93,Dumbbells 67,Fitness,Dumbbells,113.76,167.46,Liam,Johnson,liam.johnson3172@example.com,CA,San Diego,2025-01-12,2025-07-26,110.85999999999996
OI00008516,O0003356,P00052,2,249.55,0.0,499.1,499.1,C003405,completed,2026-07-19 13:53:00,9.04,Makeup 52,Beauty,Makeup,141.53,249.55,Mia,Thomas,mia.thomas3405@example.com,IA,Cedar Rapids,2025-06-29,2026-07-19,216.04000000000002
OI00008517,O0003356,P00091,1,90.62,0.0,90.62,90.62,C003405,completed,2026-07-19 13:53:00,9.04,Protein Bar 91,Grocery,Protein Bar,60.52,90.62,Mia,Thomas,mia.thomas3405@example.com,IA,Cedar Rapids,2025-06-29,2026-07-19,30.1
OI00008518,O0003356,P00034,1,45.31,0.0,45.31,45.31,C003405,completed,2026-07-19 13:53:00,9.04,Cookware 34,Home,Cookware,22.77,45.31,Mia,Thomas,mia.thomas3405@example.com,IA,Cedar Rapids,2025-06-29,2026-07-19,22.540000000000003
