customer_id,first_name,last_name,state,total_orders,units_purchased,lifetime_revenue,lifetime_profit,last_order_date,customer_name,repeat_customer
C001303,Ethan,Anderson,IA,2,13,1350.82,445.9699999999999,2026-09-08 22:15:00,Ethan Anderson,True
C001304,Emma,Smith,IA,4,30,3264.09,1331.3500000000001,2026-06-23 18:19:00,Emma Smith,True
C001305,James,Smith,MO,3,15,1432.13,496.94,2026-05-28 22:06:00,James Smith,True
C001306,Mia,Davis,IL,2,9,528.69,246.96000000000004,2026-06-26 10:38:00,Mia Davis,True
C001307,Emma,Patel,NJ,7,44,6752.47,2674.0499999999997,2026-09-09 09:55:00,Emma Patel,True
C001308,Ethan,Lee,GA,4,37,6037.15,2202.78,2026-03-06 12:03:00,Ethan Lee,True
C001309,Liam,Thomas,VA,4,32,4964.5,1829.19,2026-06-15 14:17:00,Liam Thomas,True
C001310,Sophia,Patel,NJ,8,41,6530.65,2478.75,2026-07-25 08:35:00,Sophia Patel,True
C001311,Ethan,Wilson,GA,1,10,1608.92,468.6600000000001,2025-08-22 14:52:00,Ethan Wilson,False
C001312,James,Brown,CA,3,28,4397.89,1829.27,2026-05-06 08:49:00,James Brown,True
C001313,James,Miller,NJ,5,30,5224.6900000000005,1688.0300000000002,2026-05-22 21:10:00,James Miller,True
C001314,Mason,Wilson,NY,5,23,3309.38,1234.5500000000002,2026-06-16 17:49:00,Mason Wilson,True
C001315,Emma,Miller,FL,6,32,3164.45,1103.72,2026-07-30 15:12:00,Emma Miller,True
C001316,Noah,Davis,NC,5,30,6353.469999999999,2591.41,2026-07-05 11:06:00,Noah Davis,True
C001317,Emma,Smith,FL,1,4,745.3799999999999,239.42999999999992,2025-03-31 20:22:00,Emma Smith,False
C001318,James,Johnson,FL,4,37,5587.49,2260.49,2026-05-14 18:25:00,James Johnson,True
C001319,Liam,Davis,CA,1,2,257.5,101.99,2026-05-06 17:26:00,Liam Davis,False
C001320,Liam,Wilson,NY,3,10,1787.1499999999999,729.73,2026-05-23 16:23:00,Liam Wilson,True
C001321,Emma,Miller,VA,3,19,3150.2799999999997,1037.4099999999999,2026-03-18 13:41:00,Emma Miller,True
C001322,Noah,Smith,NY,2,6,566.17,157.47999999999996,2025-12-21 10:37:00,Noah Smith,True
C001323,Ethan,Brown,NC,4,30,5432.29,2558.7200000000003,2025-12-05 09:46:00,Ethan Brown,True
C001324,Isabella,Patel,NY,4,24,3946.34,1704.3999999999999,2026-05-25 15:12:00,Isabella Patel,True
C001325,Mason,Davis,NC,2,11,2198.6200000000003,860.3000000000001,2026-06-25 09:43:00,Mason Davis,True
C001326,Liam,Brown,GA,6,54,7356.139999999999,2521.0299999999997,2026-07-11 17:59:00,Liam Brown,True
C001327,Noah,Smith,PA,3,21,2891.83,1186.2400000000002,2026-04-09 20:05:00,Noah Smith,True
C001328,Mia,Garcia,NY,3,10,1250.99,456.69000000000005,2026-06-04 13:03:00,Mia Garcia,True
C001329,Noah,Garcia,PA,2,9,1471.31,526.56,2026-06-19 17:07:00,Noah Garcia,True
C001330,Ethan,Brown,GA,8,42,6454.860000000001,2567.4100000000003,2026-05-26 22:05:00,Ethan Brown,True
C001331,Olivia,Garcia,CA,4,27,4654.23,1688.51,2026-02-24 15:30:00,Olivia Garcia,True
C001332,Mia,Thomas,PA,8,57,9460.3,3744.4700000000003,2026-02-01 14:24:00,Mia Thomas,True
C001333,Isabella,Wilson,NY,2,18,2816.0699999999997,1214.5099999999998,2026-01-21 10:11:00,Isabella Wilson,True
C001335,Mason,Garcia,PA,2,10,1245.77,135.27000000000004,2025-11-08 08:58:00,Mason Garcia,True
C001336,Ava,Smith,NJ,4,28,5604.5,2426.07,2026-02-05 09:19:00,Ava Smith,True
C001337,Isabella,Taylor,IA,4,12,2555.46,905.6299999999999,2026-04-15 09:56:00,Isabella Taylor,True
C001338,Ava,Garcia,VA,3,14,1965.18,604.0500000000001,2026-06-19 13:33:00,Ava Garcia,True
C001339,Olivia,Thomas,FL,3,28,4129.28,1437.54,2026-04-03 20:41:00,Olivia Thomas,True
C001340,Mason,Wilson,IL,1,4,643.6800000000001,329.53999999999996,2026-04-22 19:49:00,Mason Wilson,False
C001341,Olivia,Davis,MO,3,17,2772.51,1178.6000000000001,2026-07-07 21:58:00,Olivia Davis,True
C001342,Olivia,Garcia,MO,2,12,2366.4,1016.25,2025-11-23 16:36:00,Olivia Garcia,True
C001343,James,Johnson,FL,3,28,5167.08,2073.13,2026-05-04 11:37:00,James Johnson,True
C001344,Ethan,Lee,NJ,6,40,5966.9400000000005,1870.4500000000003,2026-06-14 21:56:00,Ethan Lee,True
C001345,Emma,Patel,CA,7,52,7318.29,2719.8999999999996,2026-06-04 11:50:00,Emma Patel,True
C001346,Ava,Wilson,FL,2,19,3090.23,1339.63,2026-08-20 16:54:00,Ava Wilson,True
C001347,Ethan,Miller,TX,2,7,726.07,299.86000000000007,2026-02-27 09:42:00,Ethan Miller,True
C001348,Sophia,Wilson,PA,2,9,914.0999999999999,299.3699999999999,2025-10-31 13:48:00,Sophia Wilson,True
C001349,Mason,Johnson,MO,4,19,2022.01,726.8499999999999,2026-08-21 08:04:00,Mason Johnson,True
C001350,Ethan,Davis,NY,4,20,2208.8199999999997,917.55,2026-08-24 18:34:00,Ethan Davis,True
C001351,Mia,Anderson,NJ,2,13,1127.08,389.78,2026-01-22 10:22:00,Mia Anderson,True
C001352,Emma,Thomas,TX,1,6,1121.65,474.5900000000001,2025-04-27 17:57:00,Emma Thomas,False
C001353,Isabella,Anderson,TX,5,31,3800.73,1253.8600000000001,2026-03-01 17:39:00,Isabella Anderson,True
C001354,Olivia,Wilson,VA,1,9,1755.08,633.6800000000001,2025-08-26 22:29:00,Olivia Wilson,False
C001355,Mia,Thomas,NC,4,21,3422.1899999999996,1429.83,2026-01-26 13:11:00,Mia Thomas,True
C001356,Sophia,Miller,NC,5,19,4188.47,1571.8700000000001,2026-06-28 09:22:00,Sophia Miller,True
C001357,Isabella,Thomas,PA,4,25,3563.9700000000003,1485.6200000000001,2026-04-22 09:07:00,Isabella Thomas,True
C001358,Noah,Johnson,MO,1,9,1151.56,494.58,2025-08-06 15:56:00,Noah Johnson,False
C001359,Mason,Garcia,NY,2,15,3137.44,996.22,2026-08-19 09:56:00,Mason Garcia,True
C001360,Liam,Taylor,MO,3,18,2306.58,882.1800000000001,2026-06-04 22:58:00,Liam Taylor,True
C001361,James,Davis,VA,5,33,4515.52,1955.75,2026-07-22 13:49:00,James Davis,True
C001362,Lucas,Thomas,NY,1,1,150.8,73.64000000000001,2026-04-11 11:51:00,Lucas Thomas,False
C001363,Lucas,Davis,FL,3,29,3954.68,1385.81,2026-04-13 10:46:00,Lucas Davis,True
C001364,Liam,Patel,MO,3,15,2167.3900000000003,843.7200000000001,2026-07-30 14:05:00,Liam Patel,True
C001365,Emma,Miller,GA,1,12,1350.1200000000001,587.45,2025-07-05 09:11:00,Emma Miller,False
C001366,Liam,Brown,NJ,5,28,2042.23,898.31,2026-09-02 13:34:00,Liam Brown,True
C001367,Mason,Davis,IL,6,46,6969.57,2391.48,2026-03-26 19:27:00,Mason Davis,True
C001368,Liam,Miller,IL,5,23,3043.73,917.4100000000001,2026-06-28 15:59:00,Liam Miller,True
C001369,Mason,Thomas,GA,5,38,5154.12,1852.82,2026-08-24 11:29:00,Mason Thomas,True
C001371,Lucas,Davis,VA,7,48,8512.97,3440.95,2026-09-08 20:32:00,Lucas Davis,True
C001372,Olivia,Wilson,MO,4,36,6771.16,2309.28,2026-09-09 13:16:00,Olivia Wilson,True
C001373,Olivia,Miller,GA,8,47,8307.61,2980.49,2026-07-11 21:29:00,Olivia Miller,True
C001374,Lucas,Miller,IA,5,27,4063.44,1588.58,2026-08-20 08:56:00,Lucas Miller,True
C001375,Lucas,Johnson,IA,4,21,3440.84,1318.44,2026-04-02 09:19:00,Lucas Johnson,True
C001376,Ava,Thomas,NY,4,15,2300.95,813.8,2026-01-03 13:51:00,Ava Thomas,True
C001378,James,Wilson,NY,2,15,2284.1099999999997,842.6099999999999,2025-06-12 08:34:00,James Wilson,True
C001379,Ethan,Davis,FL,2,10,1495.7599999999998,524.7899999999998,2026-02-13 08:34:00,Ethan Davis,True
C001380,Mason,Thomas,IL,4,23,2045.4,796.9600000000002,2026-09-12 14:32:00,Mason Thomas,True
C001381,Emma,Lee,VA,2,18,3659.71,1563.7900000000002,2026-05-17 16:43:00,Emma Lee,True
C001382,Noah,Smith,PA,1,9,1494.28,532.76,2025-12-16 16:25:00,Noah Smith,False
C001383,Isabella,Lee,IL,4,9,1302.2,455.93000000000006,2026-08-24 08:28:00,Isabella Lee,True
C001384,Sophia,Thomas,PA,2,10,1695.92,592.03,2026-05-11 17:24:00,Sophia Thomas,True
C001385,Sophia,Patel,CA,6,35,5897.88,2233.1,2026-05-12 15:24:00,Sophia Patel,True
C001386,Isabella,Johnson,NY,7,41,7710.400000000001,3201.6600000000003,2026-08-14 20:07:00,Isabella Johnson,True
C001387,Mia,Thomas,TX,1,11,1389.33,321.17999999999984,2026-04-23 19:37:00,Mia Thomas,False
C001388,Emma,Thomas,IA,6,49,7207.1900000000005,2763.32,2026-07-26 15:27:00,Emma Thomas,True
C001389,Mia,Smith,NJ,3,13,2050.51,857.35,2025-11-30 17:27:00,Mia Smith,True
C001390,Mason,Garcia,GA,4,26,4295.97,1815.38,2025-12-25 08:14:00,Mason Garcia,True
C001391,Lucas,Wilson,IL,2,15,2393.29,775.74,2026-08-16 15:58:00,Lucas Wilson,True
C001392,Liam,Brown,IL,3,25,2281.48,900.62,2026-03-19 17:31:00,Liam Brown,True
C001393,Lucas,Smith,FL,1,7,881.46,244.51,2026-04-05 14:17:00,Lucas Smith,False
C001394,Emma,Anderson,CA,6,41,6366.99,2433.46,2026-09-06 09:19:00,Emma Anderson,True
C001395,Mia,Patel,TX,2,10,1166.13,496.51,2026-06-10 09:20:00,Mia Patel,True
C001396,Ava,Taylor,TX,4,20,4303.59,1966.8999999999999,2026-08-03 08:41:00,Ava Taylor,True
C001397,Ava,Smith,VA,3,14,2759.3,1000.7900000000001,2026-07-27 09:50:00,Ava Smith,True
C001398,Isabella,Garcia,TX,4,15,2125.77,713.0899999999999,2026-08-20 18:02:00,Isabella Garcia,True
C001399,Mason,Lee,PA,7,38,5261.54,1889.44,2026-08-05 22:21:00,Mason Lee,True
C001400,Ethan,Lee,IA,4,19,4026.87,1720.1100000000001,2026-06-09 16:48:00,Ethan Lee,True
C001401,Sophia,Wilson,VA,1,7,1467.2199999999998,627.0899999999999,2025-01-09 10:16:00,Sophia Wilson,False
C001402,Mia,Smith,IL,5,25,5244.38,1898.73,2026-08-11 08:20:00,Mia Smith,True
C001404,Mason,Patel,MO,1,2,615.11,313.61,2025-09-09 21:47:00,Mason Patel,False
C001405,Isabella,Wilson,PA,2,20,2514.71,934.35,2025-08-27 13:09:00,Isabella Wilson,True
C001406,James,Anderson,PA,4,26,3459.44,1217.78,2026-08-08 16:50:00,James Anderson,True
C001407,Ethan,Garcia,NY,4,20,3342.75,1232.5700000000002,2026-07-31 10:23:00,Ethan Garcia,True
C001408,Mason,Davis,NY,4,16,2279.75,793.2400000000001,2026-08-20 13:50:00,Mason Davis,True
C001409,Mason,Brown,TX,5,22,2791.71,996.64,2026-08-18 17:05:00,Mason Brown,True
C001410,Noah,Patel,GA,5,22,3739.87,1360.1100000000001,2026-09-04 14:07:00,Noah Patel,True
C001411,James,Brown,VA,2,11,1850.43,895.6,2026-04-09 12:25:00,James Brown,True
C001412,Ethan,Lee,GA,1,2,151.13000000000002,51.23000000000002,2026-04-04 13:22:00,Ethan Lee,False
C001413,Liam,Thomas,NJ,4,34,5647.66,2196.2299999999996,2025-09-07 19:25:00,Liam Thomas,True
C001414,Emma,Garcia,VA,1,4,833.88,243.36,2025-10-22 08:30:00,Emma Garcia,False
C001415,Noah,Taylor,GA,3,14,2956.46,1071.28,2026-02-10 12:18:00,Noah Taylor,True
C001416,James,Anderson,FL,5,40,7293.29,3081.4300000000003,2026-07-24 15:45:00,James Anderson,True
C001417,Liam,Lee,TX,4,13,1048.18,464.66,2026-06-29 09:01:00,Liam Lee,True
C001418,Lucas,Patel,IL,6,34,5170.72,1853.97,2026-09-08 12:01:00,Lucas Patel,True
C001419,Isabella,Davis,TX,3,25,3640.04,1204.88,2026-02-22 10:57:00,Isabella Davis,True
C001420,James,Patel,FL,5,26,3545.2299999999996,1447.81,2026-07-18 14:17:00,James Patel,True
C001421,Isabella,Lee,PA,3,24,3263.09,1140.1,2026-06-02 14:20:00,Isabella Lee,True
C001422,Isabella,Lee,NY,5,33,6137.68,2537.29,2026-03-12 18:30:00,Isabella Lee,True
C001423,Emma,Patel,TX,6,24,2612.06,909.9,2026-07-10 09:22:00,Emma Patel,True
C001424,Olivia,Johnson,NJ,5,24,3131.08,1260.25,2026-06-30 22:45:00,Olivia Johnson,True
C001425,Noah,Garcia,NY,5,35,5559.78,1917.8899999999999,2025-11-10 15:33:00,Noah Garcia,True
C001426,Emma,Miller,GA,2,11,1126.45,419.6,2025-08-23 12:30:00,Emma Miller,True
C001427,Ethan,Davis,MO,2,21,3690.68,1470.39,2026-01-18 08:35:00,Ethan Davis,True
C001428,Emma,Johnson,CA,1,12,2072.09,655.86,2026-01-27 18:09:00,Emma Johnson,False
C001429,Liam,Smith,GA,1,8,890.78,343.74,2026-04-18 16:54:00,Liam Smith,False
C001431,Lucas,Thomas,NC,6,30,4271.93,1551.49,2026-07-19 18:02:00,Lucas Thomas,True
C001432,Mia,Smith,NC,4,23,4240.0599999999995,1538.88,2026-08-12 14:52:00,Mia Smith,True
C001433,Ava,Davis,PA,5,36,7024.71,3157.5200000000004,2026-08-23 19:38:00,Ava Davis,True
C001434,Noah,Patel,CA,1,7,1240.71,558.3600000000001,2025-10-18 08:34:00,Noah Patel,False
C001435,Mason,Smith,NJ,5,21,2857.7400000000002,989.9500000000002,2026-04-12 17:06:00,Mason Smith,True
C001436,Noah,Wilson,GA,1,7,1379.24,664.3700000000001,2025-09-08 11:14:00,Noah Wilson,False
C001437,Emma,Taylor,NY,2,10,2331.62,986.6700000000001,2026-01-24 11:37:00,Emma Taylor,True
C001438,Liam,Garcia,MO,4,32,5673.65,2282.2200000000003,2026-05-20 14:47:00,Liam Garcia,True
C001439,Lucas,Taylor,NC,1,5,1027.91,377.4500000000001,2026-07-28 11:24:00,Lucas Taylor,False
C001440,Mia,Garcia,TX,3,24,4031.3700000000003,1590.8300000000002,2026-09-09 20:49:00,Mia Garcia,True
C001441,Olivia,Wilson,NY,2,21,2084.6,728.1300000000001,2026-08-12 20:24:00,Olivia Wilson,True
C001442,Ethan,Wilson,CA,5,25,3960.1,1497.41,2026-06-27 20:38:00,Ethan Wilson,True
C001443,James,Garcia,TX,5,29,2747.75,1025.5,2026-09-11 18:33:00,James Garcia,True
C001444,Emma,Anderson,VA,2,6,1156.23,542.8499999999999,2025-06-22 15:32:00,Emma Anderson,True
C001445,Ava,Johnson,IL,2,9,1789.52,747.06,2026-04-05 18:34:00,Ava Johnson,True
C001446,Ava,Smith,NJ,3,9,1397.5800000000002,519.0900000000001,2026-07-07 22:00:00,Ava Smith,True
C001447,Sophia,Miller,VA,2,16,2080.82,758.8399999999999,2025-12-23 11:12:00,Sophia Miller,True
C001448,Mason,Taylor,NY,5,31,3526.79,1269.55,2025-12-02 13:36:00,Mason Taylor,True
C001449,Emma,Lee,NC,5,37,6510.35,2379.42,2026-09-09 10:18:00,Emma Lee,True
C001450,Olivia,Smith,NJ,7,37,6565.07,2612.5200000000004,2026-09-09 22:13:00,Olivia Smith,True
C001451,Noah,Thomas,TX,1,8,1106.3600000000001,526.24,2025-11-24 15:18:00,Noah Thomas,False
C001452,Emma,Taylor,IL,5,24,2950.42,957.8500000000001,2026-08-10 15:37:00,Emma Taylor,True
C001453,Liam,Johnson,MO,5,41,7975.64,3415.0,2026-09-12 21:10:00,Liam Johnson,True
C001454,Mia,Thomas,FL,5,30,4006.1699999999996,1583.3,2026-08-14 18:48:00,Mia Thomas,True
C001455,Lucas,Davis,NC,2,12,1527.97,532.5300000000001,2025-09-07 22:45:00,Lucas Davis,True
C001457,Emma,Lee,TX,5,28,3998.37,1474.1100000000001,2026-01-15 17:03:00,Emma Lee,True
C001458,Sophia,Thomas,VA,3,25,4027.9,1461.5300000000002,2026-03-15 15:11:00,Sophia Thomas,True
C001459,Isabella,Smith,CA,3,13,1504.44,458.86000000000007,2026-06-24 09:06:00,Isabella Smith,True
C001460,Sophia,Anderson,IL,4,28,3349.1,1159.78,2026-05-23 21:02:00,Sophia Anderson,True
C001461,Liam,Wilson,NY,2,19,1763.77,660.73,2026-07-29 20:24:00,Liam Wilson,True
C001462,Noah,Lee,FL,4,26,3911.31,1595.3899999999999,2026-07-29 18:59:00,Noah Lee,True
C001463,Mason,Miller,PA,3,21,5023.28,2167.05,2026-06-17 18:46:00,Mason Miller,True
C001464,Olivia,Thomas,NC,4,14,2121.85,718.7099999999999,2026-08-13 11:59:00,Olivia Thomas,True
C001465,Isabella,Smith,NJ,3,10,1489.72,629.89,2026-08-27 21:43:00,Isabella Smith,True
C001466,Mason,Davis,NY,2,26,3041.58,1018.33,2026-05-15 10:49:00,Mason Davis,True
C001467,Lucas,Johnson,VA,3,20,2953.04,1079.1299999999999,2025-07-28 22:36:00,Lucas Johnson,True
C001469,Isabella,Taylor,IL,2,17,1114.8700000000001,487.64,2026-01-04 14:39:00,Isabella Taylor,True
C001470,Mia,Anderson,MO,3,20,3946.08,1771.6200000000003,2025-10-01 08:32:00,Mia Anderson,True
C001471,Isabella,Johnson,TX,7,40,7244.62,2925.9500000000003,2026-07-31 10:57:00,Isabella Johnson,True
C001472,Sophia,Anderson,IA,5,38,6150.75,2166.21,2025-09-04 13:45:00,Sophia Anderson,True
C001473,Isabella,Lee,MO,5,31,4655.04,1626.2800000000002,2026-06-18 21:02:00,Isabella Lee,True
C001474,Emma,Miller,NJ,5,25,3734.3,1776.77,2026-07-17 09:22:00,Emma Miller,True
C001475,Ava,Anderson,NY,3,17,3164.5,1332.98,2026-07-13 18:19:00,Ava Anderson,True
C001476,Emma,Patel,TX,6,31,4543.26,1703.75,2026-04-11 15:57:00,Emma Patel,True
C001477,Ava,Thomas,GA,4,26,4298.0,1782.92,2026-03-16 09:07:00,Ava Thomas,True
C001478,Ava,Brown,IA,4,25,3184.25,1053.96,2026-07-31 13:03:00,Ava Brown,True
C001479,Sophia,Taylor,NY,4,25,3842.95,1569.8,2026-02-01 11:11:00,Sophia Taylor,True
C001480,Sophia,Miller,FL,3,22,2747.88,949.4199999999998,2026-05-24 15:24:00,Sophia Miller,True
C001481,Isabella,Johnson,MO,3,24,3673.5499999999997,1341.52,2026-02-15 09:41:00,Isabella Johnson,True
C001482,Olivia,Miller,MO,2,12,1276.97,419.1,2026-07-10 09:36:00,Olivia Miller,True
C001483,Mia,Garcia,FL,3,19,2515.62,958.9700000000001,2026-06-25 17:55:00,Mia Garcia,True
C001484,Noah,Taylor,GA,2,10,2271.0099999999998,948.7099999999999,2025-12-28 18:31:00,Noah Taylor,True
C001485,Lucas,Taylor,PA,3,15,1702.03,618.2700000000001,2026-05-31 18:21:00,Lucas Taylor,True
C001486,Mia,Taylor,VA,4,25,4059.77,1289.3200000000002,2026-03-27 19:48:00,Mia Taylor,True
C001487,James,Anderson,IL,4,29,5145.04,1988.71,2026-01-20 11:15:00,James Anderson,True
C001488,Lucas,Wilson,TX,2,16,2267.41,728.3000000000002,2026-01-03 16:52:00,Lucas Wilson,True
C001489,Sophia,Lee,IL,3,24,3499.62,1224.31,2025-05-19 09:01:00,Sophia Lee,True
C001490,Mason,Patel,FL,3,28,4548.97,1619.9300000000003,2026-07-31 15:43:00,Mason Patel,True
C001491,Liam,Thomas,PA,5,32,5155.740000000001,1924.1400000000003,2025-11-20 20:40:00,Liam Thomas,True
C001492,Mason,Lee,CA,1,8,1244.5099999999998,390.4299999999999,2026-02-23 21:18:00,Mason Lee,False
C001493,Lucas,Thomas,NY,2,11,1408.15,524.85,2025-11-28 11:02:00,Lucas Thomas,True
C001494,Lucas,Thomas,NY,5,24,3529.66,1484.55,2026-06-16 09:51:00,Lucas Thomas,True
C001495,James,Wilson,PA,3,16,2400.27,956.4800000000001,2026-06-22 13:02:00,James Wilson,True
C001496,Noah,Wilson,CA,3,18,3492.13,1336.2,2026-08-29 20:39:00,Noah Wilson,True
C001497,Isabella,Thomas,IL,3,17,3253.56,1442.82,2026-07-09 13:23:00,Isabella Thomas,True
C001498,Olivia,Anderson,NJ,1,3,296.15,102.66999999999999,2026-02-20 13:51:00,Olivia Anderson,False
C001499,Ethan,Wilson,GA,2,13,1475.23,600.23,2026-01-22 21:15:00,Ethan Wilson,True
C001500,Olivia,Davis,IL,2,6,619.9499999999999,175.84999999999997,2026-05-31 18:52:00,Olivia Davis,True
C001502,Mason,Thomas,PA,1,7,1569.0600000000002,741.4700000000001,2025-07-26 22:16:00,Mason Thomas,False
C001503,Emma,Patel,NY,4,26,3238.05,1268.1299999999999,2026-07-22 13:24:00,Emma Patel,True
C001504,Mason,Patel,TX,6,45,6186.8099999999995,2494.3999999999996,2026-08-11 18:36:00,Mason Patel,True
C001505,Mason,Patel,PA,9,36,4720.75,1578.75,2026-08-29 10:07:00,Mason Patel,True
C001506,Mia,Wilson,VA,4,21,2278.83,648.0600000000001,2025-06-12 22:18:00,Mia Wilson,True
C001507,Emma,Johnson,IA,3,15,1943.12,886.17,2026-06-13 15:36:00,Emma Johnson,True
C001508,Ava,Thomas,IA,2,11,2000.15,736.5800000000002,2026-06-19 19:42:00,Ava Thomas,True
C001509,Mason,Thomas,TX,2,4,442.53,161.3,2026-08-02 20:35:00,Mason Thomas,True
C001510,Ethan,Johnson,IL,2,6,294.53000000000003,129.93,2026-03-04 21:50:00,Ethan Johnson,True
C001511,Liam,Davis,PA,4,33,6292.92,2557.7799999999997,2026-08-31 10:33:00,Liam Davis,True
C001512,Ava,Lee,CA,6,36,5325.9800000000005,2149.4,2026-06-28 11:27:00,Ava Lee,True
C001513,Mia,Davis,NY,2,12,2126.39,845.1700000000001,2026-07-09 11:58:00,Mia Davis,True
C001514,Liam,Taylor,FL,3,18,2717.75,907.0,2026-09-04 16:26:00,Liam Taylor,True
C001516,Emma,Smith,NJ,8,32,4704.89,1685.42,2026-08-12 17:46:00,Emma Smith,True
C001517,Sophia,Davis,IL,8,52,8623.369999999999,3362.75,2026-05-28 17:57:00,Sophia Davis,True
C001518,Olivia,Brown,PA,6,42,7404.53,2915.89,2026-06-18 22:22:00,Olivia Brown,True
C001519,Sophia,Davis,PA,2,8,545.49,218.16000000000003,2026-03-27 16:01:00,Sophia Davis,True
C001520,Sophia,Patel,CA,1,7,1246.95,494.94,2025-03-23 21:46:00,Sophia Patel,False
C001521,Sophia,Taylor,IL,1,7,1341.49,591.16,2025-08-10 22:29:00,Sophia Taylor,False
C001522,Ava,Smith,NJ,6,32,6567.09,2763.7599999999998,2026-03-19 16:54:00,Ava Smith,True
C001523,Mason,Taylor,FL,4,32,2817.4300000000003,943.8300000000002,2026-05-28 21:59:00,Mason Taylor,True
C001524,Emma,Smith,IA,3,24,3771.83,1440.1100000000001,2026-04-09 11:30:00,Emma Smith,True
C001525,Sophia,Davis,NY,3,13,1420.77,587.3399999999999,2026-03-25 22:33:00,Sophia Davis,True
C001526,Mason,Brown,NJ,6,32,5598.6900000000005,2161.54,2026-05-30 17:01:00,Mason Brown,True
C001527,Mia,Lee,PA,5,16,2062.3199999999997,803.6599999999999,2026-07-22 21:38:00,Mia Lee,True
C001528,Noah,Patel,GA,2,10,1735.73,588.4400000000002,2025-04-21 14:29:00,Noah Patel,True
C001529,Noah,Taylor,CA,5,27,2257.63,847.9700000000001,2026-06-24 10:29:00,Noah Taylor,True
C001530,James,Garcia,MO,1,5,669.22,214.69,2025-10-14 22:08:00,James Garcia,False
C001531,Ava,Anderson,GA,1,6,1463.76,550.74,2025-10-12 19:38:00,Ava Anderson,False
C001532,Isabella,Brown,NY,2,11,1805.2099999999998,686.39,2025-11-07 22:08:00,Isabella Brown,True
C001533,Noah,Anderson,VA,5,30,4959.09,1686.48,2026-03-07 09:07:00,Noah Anderson,True
C001534,Isabella,Anderson,NJ,4,39,5077.77,1650.4400000000003,2026-09-02 17:12:00,Isabella Anderson,True
C001535,Mia,Garcia,PA,7,70,10138.51,4200.33,2026-06-10 19:29:00,Mia Garcia,True
C001536,Noah,Taylor,NJ,1,6,1396.63,499.41,2025-09-29 21:50:00,Noah Taylor,False
C001537,James,Taylor,FL,6,42,4656.44,1715.8500000000001,2026-08-15 09:57:00,James Taylor,True
C001538,Noah,Garcia,TX,4,37,5893.4400000000005,2572.81,2026-04-25 10:20:00,Noah Garcia,True
C001539,Ethan,Patel,FL,4,33,5579.1,2427.31,2026-08-28 22:56:00,Ethan Patel,True
C001540,Mia,Davis,IA,3,15,2849.37,1310.91,2026-05-30 20:35:00,Mia Davis,True
C001541,Mason,Miller,MO,4,25,4698.3,1733.22,2026-06-01 19:05:00,Mason Miller,True
C001542,Noah,Johnson,IL,2,22,4036.43,1520.3600000000001,2025-08-28 16:00:00,Noah Johnson,True
C001543,Isabella,Smith,NY,3,19,3608.49,1514.29,2025-06-26 22:26:00,Isabella Smith,True
C001544,Noah,Patel,IA,7,56,10195.65,4029.15,2026-05-09 19:07:00,Noah Patel,True
C001545,James,Garcia,NY,2,11,2031.1699999999998,757.4099999999999,2026-03-16 21:14:00,James Garcia,True
C001546,Mia,Taylor,IL,5,33,4425.15,1523.7600000000002,2026-08-01 14:35:00,Mia Taylor,True
C001547,Sophia,Garcia,NJ,2,9,1329.45,382.3399999999999,2026-04-04 19:11:00,Sophia Garcia,True
C001548,Sophia,Anderson,NC,6,38,6090.51,2389.23,2026-09-09 20:20:00,Sophia Anderson,True
C001549,Lucas,Davis,PA,2,10,1392.28,690.8199999999999,2025-09-07 08:29:00,Lucas Davis,True
C001550,Noah,Wilson,PA,1,10,1685.8199999999997,687.7799999999999,2025-05-15 12:06:00,Noah Wilson,False
C001551,James,Davis,FL,3,16,2159.5299999999997,1034.8799999999999,2026-06-15 19:40:00,James Davis,True
C001552,Ethan,Lee,CA,4,14,3147.83,1362.77,2026-03-07 08:59:00,Ethan Lee,True
C001553,Isabella,Taylor,GA,6,54,9359.960000000001,3701.2000000000003,2025-12-08 21:11:00,Isabella Taylor,True
C001554,Ethan,Smith,CA,5,31,2909.3,957.59,2026-08-01 10:50:00,Ethan Smith,True
C001555,Isabella,Brown,IA,1,7,1395.0300000000002,454.7700000000001,2025-09-28 15:44:00,Isabella Brown,False
C001556,Sophia,Taylor,GA,6,37,6170.49,2547.57,2026-06-02 20:10:00,Sophia Taylor,True
C001557,Sophia,Smith,PA,2,10,1718.49,607.94,2026-08-17 16:16:00,Sophia Smith,True
C001558,Isabella,Davis,VA,2,10,2122.7999999999997,995.3399999999999,2026-08-06 19:54:00,Isabella Davis,True
C001559,Liam,Patel,GA,5,30,6044.68,2419.43,2026-09-12 21:41:00,Liam Patel,True
C001560,Noah,Wilson,FL,3,13,1687.4300000000003,623.1300000000002,2026-05-10 08:06:00,Noah Wilson,True
C001562,Ethan,Thomas,GA,2,8,285.74,56.17999999999999,2026-09-04 10:13:00,Ethan Thomas,True
C001563,Liam,Taylor,VA,3,19,3472.6,1374.4099999999999,2026-05-24 09:32:00,Liam Taylor,True
C001564,Mia,Thomas,CA,6,36,6554.25,2745.82,2026-07-09 10:36:00,Mia Thomas,True
C001565,James,Johnson,GA,2,11,1000.6800000000001,410.95000000000005,2025-04-26 21:08:00,James Johnson,True
C001566,Lucas,Anderson,GA,5,39,6114.21,2445.51,2025-11-04 18:26:00,Lucas Anderson,True
